Tab 4 Code,1,2,2,2,2,5,5,5,5,5,4,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989.75,1.0121703,1.8265526,-13.0719,3.7877368,4.234393,-4.1699424,-6.6286809,-5.9259127,-2.4081622,-7.5646339,-8.4888695,6.5033811,5.2192912,2.1252911,-1.9786809,5.3152604,1.8056956,2.4695382,2.4116603,5.6142062,0.40017019,7.5297795,0.40700265,0.98875119,-1.7510713,-0.7234867,0.61916268,-6.4017962,49.133333,81.955967,1.8926584,-0.66652796,6.6113896,1.2503918,-1.517746,-2.4989034,0.019093534,2.602095,-0.29531194,-0.5654068,-1.6787717,0.60821096,1.8059724,0.33333333,-0.019666667,0.95437305,1.2083809,0.054186382,40.266667,-0.13333333,0.13333333,0.16666667,10.949323,2.2678066,8.5006822,-11.915029,33.60425,7.1984329,7.2276625,5.0604831,5.6454469,6.2132739,5.9847756,47,49.666667,43.1,43.033333,1.5429199,14.222261,-0.27768117,0.754529,0.93045149,0.7252478,0.98206634,0.13539589,2.4998565,-1.8943664,-1.8576494,1.8220349,-0.44526458,9.2888863,9.0372527,-2.0314949,0.26592837,0.44532527,-0.86124942,-1.2240841,-0.572135,1.6168917,-0.48006115,-1.9583934,1.5288163,0.25327278,0.43882867,0.19734748,-0.034241855,0.29388332,1.0743373,1.2659705,9.0748312,0.23381568,-2.8136541,2.5813498,-16.563639,8.7073155,40.966667,0.18092532,1.3884179,-0.7353701,0.72497404,1.7614862,4.5504283,-0.47,-0.19,-0.18666667,-0.27,-0.18666667,-0.2,-0.076666667,-0.073333333,-0.14333333,0.17333333,0.25333333,0.98333333,1.9066667,3.1809586,2.6440174,0.14154319,0.72457578,5.7322273,-4.6501538,0.70017877,-8.8053184,-12.859534,2.2886297,-3.0577666,-4.7408971,4.0055579,2.8641691,0.02,0.67333333,6.2200383,0.86666667
1990.00,4.5923582,3.2374559,17.822708,1.0516497,1.1074917,3.9813397,4.9339963,5.2654496,8.6927973,3.6215126,4.0470255,16.654317,8.7058214,6.1463325,5.9981419,6.2758544,3.0269029,3.9314384,3.2723338,0.21799828,-0.0029917322,0.3299559,9.8639231,1.9099062,1.7815401,4.6414201,4.5055608,6.7312802,51.633333,82.306233,2.5540538,0.71092369,3.4227982,5.209376,-0.72369852,-1.8261234,0.99160997,3.2465674,2.6323827,0.11870073,3.5903632,0.82972886,3.3607154,-2.6666667,-0.029,4.5253808,4.5086836,0.94707538,40.2,0.33333333,-0.066666667,-0.033333333,-5.0419099,15.908224,-8.8914026,-11.364913,-6.0370649,7.2623948,7.2730926,5.1397123,5.6710297,6.3062753,6.0322865,48.733333,51.3,46.6,41.766667,1.4173299,-1.7560135,2.1582131,2.5809699,2.7811847,0.9059029,0.2442673,0.51684647,-1.4008237,-0.4088919,7.049621,6.5665299,3.8270845,1.3301889,40.06914,2.6699339,0.67523124,-1.165006,1.276677,0.41232518,2.0279296,5.0057897,0.22083368,3.6285027,1.0079376,0.18688911,0.14538671,-0.13267617,0.31072811,-0.34901823,0.88324222,1.6011293,3.8532769,3.5616734,6.1512815,1.5534045,-13.392189,26.779527,48.5,-0.18529162,-0.7346155,0.32609738,4.4333423,1.2594601,3.885191,-0.36333333,0.10666667,0.19,0.3,0.53666667,0.51666667,0.303756,0.28367667,-0.06,0.36666667,0.66333333,0.77042267,1.6736767,-0.34508237,-1.9909021,-2.0949149,2.9269642,-3.42789,-3.9342914,-3.0966091,-7.8012837,-25.628918,13.328307,17.707938,4.8310862,-10.679505,-6.2087631,0.14333333,0.19333333,-3.3677445,-3.6666667
1990.25,1.0201344,1.3294781,-13.483501,0.85505426,5.0840146,0.045272768,-9.3572388,-6.9724459,-1.9834455,-9.4139011,-15.686058,5.0664031,4.446316,0.67713228,0.49084493,0.81598078,2.8010761,2.4577834,3.1358582,3.1594762,7.9419565,1.4202497,5.7860167,3.2246329,7.3931414,-1.105096,2.641264,-13.41544,52.9,82.306433,0.29235921,-2.114258,3.0224372,-6.2344085,-1.0992408,-0.95929206,-1.3163241,2.320698,-0.16438437,-0.62926274,-0.60389544,1.2716045,6.6090797,-5.6666667,-0.068666667,-0.3998158,-0.50767783,-2.0826525,40.133333,0.066666667,0.033333333,3.55E-15,-3.3829489,18.730013,12.88573,19.289452,5.4167494,7.1003022,7.0063932,4.804021,5.5619629,6.2159405,5.7970704,49.566667,52.466667,48.4,41.3,6.3678785,-26.888085,-0.15001366,-1.5931615,-2.8891448,0.52503868,0.13527471,-2.1843305,-2.6052786,-0.68425362,-4.1575252,-6.0565318,-4.6488099,0.4662105,-37.455184,-0.93951508,1.1971031,1.1040678,-1.6631421,-2.9802208,-0.65200468,-2.3762223,-0.4413588,-1.1109758,6.4106495,-1.0057081,-0.92743172,-0.64879228,-0.51558755,-0.7270374,-1.6759326,0.98020268,-12.996444,-2.269512,-2.1059349,-2.3936331,13.86337,-85.20144,51.4,-1.1172555,-2.9878599,-0.031579339,2.8720556,4.8370803,5.8252326,-0.0066666667,-0.013333333,0.043333333,0.14666667,0.26666667,0.25333333,0.20129967,0.21410333,-0.0033333333,0.52666667,0.93,0.718389,1.6344467,-0.59833827,-3.5929025,-2.3902682,0.66654707,-3.8488729,3.7267148,-3.5934063,0.64471405,-16.933411,19.534084,4.2494423,-4.158501,15.524219,19.909402,-0.043333333,1.3233333,19.60001,-2.0666667
1990.50,0.027535125,1.6401897,-4.2625385,1.2399866,3.1969848,-9.5365317,-4.3509533,2.5330162,-1.460201,4.4917422,-23.393179,3.3317661,-0.58678541,-0.018041993,-3.5440664,2.6483874,1.2322009,0.7579931,1.053176,1.3387314,-6.3007896,4.0239452,2.3163511,1.8169527,2.0205372,0.6919889,0.60390426,14.118139,47.733333,81.927067,-0.5307901,-4.1439526,-0.37166543,-6.9184909,-3.4367897,-4.3330662,-2.049862,0.46252828,-0.94063742,0.010116466,-1.4950039,0.80527482,-0.56223317,-4.6666667,-0.108,-0.95355398,-0.81062605,-2.6870306,40.1,-0.1,0.36666667,0.46666667,11.737592,18.474906,53.838164,55.737955,51.571805,7.0317413,6.9479371,4.7564596,5.4806389,6.1114673,5.782799,45.733333,45.7,48.466667,41.133333,-1.9371234,18.577293,-1.0755226,0.70646179,2.912152,-1.261111,0.71576722,0.48225221,2.2937569,0.6505082,-4.2949691,4.3483586,2.3689087,-5.0281987,41.782258,0.026682381,-1.4459996,1.1853664,-1.2735274,0.15795016,-2.4181409,-3.7271725,0.13674114,1.4745685,-6.9139662,1.4272665,1.2424276,1.6046808,0.47560966,2.1590658,0.24905348,2.2742351,18.58663,0.099693003,-0.89230243,0.85071873,-6.306193,121.87998,58.233333,-2.0711088,-3.1883395,-1.5131237,2.1953257,-0.47652351,4.4875918,-0.083333333,-0.27,-0.33666667,-0.44666667,-0.22,0.026666667,0.0097196667,0.10344333,-0.07,0.35,1.2266667,0.701442,1.7112233,0.30324013,1.7922265,0.96455969,1.8271614,0.4567601,-1.6774982,2.6374016,-20.18629,-31.149176,-27.762654,42.66527,-5.9324945,-16.598165,-11.081866,0.18666667,-0.066666667,-11.113698,-13.6
1990.75,-3.0347356,-2.8733444,-11.76235,-4.2486269,-0.15322316,-26.026671,-11.554738,-7.7149771,-18.442704,-2.5932356,-22.793654,4.0087584,-12.833652,4.0301477,3.5545779,4.382316,-6.2600434,-6.6572255,-7.6407754,-7.4424851,-29.389624,0.038147218,-8.533328,-5.7668514,-11.343764,-1.8685846,-6.9330397,-17.235338,42.5,80.070767,-1.6274608,-5.7224933,-0.80319345,-11.078465,-4.2825823,-5.8303673,-1.9060032,-0.30260063,-1.0372624,-1.7006257,-1.5880426,-0.94636474,-0.67138941,-10.333333,-0.16066667,-1.1844462,-1.3435092,-1.9780981,39.966667,-0.16666667,0.43333333,0.2,17.140925,32.321613,38.454787,35.537036,41.925866,6.9495368,6.8123451,4.8777386,5.4764636,6.0465838,5.5201267,41.766667,40.666667,47.966667,40.566667,-16.808633,11.961511,-0.47136358,0.15816464,-0.11533418,-0.70590871,-1.339348,1.0706103,2.4187609,-0.74669047,1.3731543,1.3521599,-2.3083794,-1.0916255,26.409976,-1.4778924,-0.77555626,-3.7812079,3.3864931,3.4264268,3.3456319,4.1744822,-0.59362003,-2.6779253,-0.3048592,-0.72842499,-0.06156695,0.31765178,-0.86575172,0.89352788,-1.1972114,2.1733185,10.243367,2.148531,4.113998,0.6738403,-19.371342,127.79862,65.5,-2.380809,-3.0749698,-1.8401063,-3.3102588,-2.7583877,6.3867354,-0.41666667,-0.48666667,-0.44333333,-0.52333333,-0.4,-0.30666667,-0.10986033,0.18414,-0.026666667,0.31333333,1.4066667,0.89824833,2.20203,-0.95371034,-0.75345531,-1.2501658,-0.34102566,2.3652399,-1.0332515,-1.2992926,-18.44447,-19.09651,-40.864852,16.89593,2.7304647,-22.493068,-25.818868,0.26333333,-0.99333333,-29.297699,-13.866667
1991.00,-2.0416013,-1.7032416,-11.850285,-0.3274749,-0.41070858,-16.748218,-13.928584,-10.448864,-8.7473314,-11.282326,-24.523797,1.771451,-8.4179797,1.5998684,3.0402206,0.50417445,-7.6969716,-6.7474829,-5.4085803,-3.8190824,-16.506858,0.36159247,-8.0427436,-8.8945162,-15.277115,-8.0436635,-9.1984235,9.4403956,39.733333,77.856533,-2.1743908,-6.9849865,0.058824971,-13.149098,-5.4649544,-7.4449214,-2.458449,-0.28263394,-2.8129303,-2.8906207,-3.1797522,-0.54467063,0.59925105,-7.6666667,-0.117,-1.9603952,-1.9585829,-4.2357261,39.733333,-0.1,0.46666667,0.23333333,13.165017,42.900944,45.003982,46.217772,43.566735,6.7964512,6.7452363,4.5035065,5.3439279,5.9295891,5.3890717,39.766667,39.9,44.333333,41.033333,-13.407119,-33.940379,1.5908349,-2.1515503,-3.7555137,1.2710622,1.1879175,2.4683136,3.127441,1.6920812,2.5878709,-9.3110821,2.4513988,0.84503672,-108.77616,3.0629084,1.0616612,0.7158466,5.2759289,6.690165,4.1002079,-4.0278831,-1.6378337,1.0300798,4.3804061,1.3877106,0.44252088,0.3926886,1.147877,0.044060253,0.46014555,-4.2804014,-34.030226,-2.3877265,-1.4605362,-3.0983835,-15.220261,8.7073155,45.766667,-0.58320122,0.25190195,-0.43515933,0.83966826,1.1381113,2.33846,-1.3166667,-0.96666667,-0.92,-0.86666667,-0.38,-0.38,-0.361666,-0.39543667,0.02,0.41333333,1.9933333,0.91658233,2.1865933,1.7685898,4.3351793,1.879506,2.7134872,5.1363209,-0.43744979,-4.0949831,5.5711207,11.518121,8.9941221,-7.7289061,-1.8067034,43.344982,46.542597,-0.41,1.7033333,39.164709,14.766667
1991.25,2.5850118,3.4782335,2.084542,3.1369407,3.9526283,-1.8790303,-0.60049105,-3.8524408,-11.004025,-0.52485715,9.3253871,14.407154,11.260737,1.3763722,1.1527886,1.5501183,2.5408778,2.823457,3.2414183,5.4467018,15.013474,2.3914826,3.527748,2.1762692,3.1789399,1.0820651,2.0396428,4.2132533,48.366667,77.897933,-2.2635169,-5.0944914,-5.5677108,-9.8066954,-3.7320957,-4.6333064,-2.3759747,-0.86778388,-2.9825066,-1.8821995,-3.7614265,-2.1861296,0.72079884,-2,-0.040333333,-0.18003355,-0.37259996,-2.4840597,39.9,-4.44E-16,0.23333333,0.76666667,-5.5126092,11.323306,63.955501,70.551662,55.975026,6.9186952,6.8638034,4.7564596,5.4624184,5.9721118,5.5859994,45.866667,51.133333,46.033333,38,15.523222,-63.130587,-2.1438008,-0.78230281,-0.61170524,-1.4867526,-2.1516691,-2.8700801,-3.7989597,-1.3331963,-3.5070752,1.8777629,-1.4576594,0.87079371,24.903029,-1.6323086,-1.9066935,-0.63301286,-6.9234874,-11.844729,-2.838514,-0.18101639,0.6615982,0.033118482,-5.3873189,-3.5850766,-2.965174,-4.1480366,-2.9424755,-4.7257786,0.67258926,-3.7929699,1.3369213,-2.7418412,-4.7316588,-1.2345419,-10.461431,-77.409158,38.866667,0.2944789,-1.7223088,1.4101682,5.6283858,5.5768037,1.6486831,-0.56333333,-0.46333333,-0.35333333,-0.19333333,0.13333333,0.11333333,-0.026218667,-0.28062367,0.13,0.68333333,2.57,0.77703033,1.7926363,2.7851837,1.9815904,-0.29391745,-7.575138,-5.8249469,-3.2448867,0.35592951,25.559041,47.460101,13.176002,-44.082818,-2.406231,27.674918,30.276291,-0.26,1.4933333,21.005649,6.8
1991.50,1.9292331,1.7278401,6.276842,0.2358537,1.6566309,9.8311046,1.3215112,-3.8106789,-26.835024,6.4009872,16.243704,9.4783954,10.414236,-1.8436386,-7.3836407,2.3216884,5.3330424,4.2873624,4.4990723,6.1246925,17.341458,2.3318906,4.7341039,6.6880418,11.632976,7.1865252,6.8729103,2.0598509,59.4,78.9166,-0.28830222,-2.4057467,-9.1907213,-5.8945789,-1.2047966,-2.5333897,0.78056421,0.58650467,-0.46128851,-0.68944688,-0.70099615,-1.8717292,1.1793055,-1.6666667,-0.016666667,-0.23563799,-0.39976635,-0.48347549,40.133333,0.3,0.033333333,0.53333333,-3.9625234,-11.323306,19.758481,1.9645897,40.647155,6.9492171,6.8707455,4.7004804,5.4820268,6.0661081,5.5645204,52.8,58.8,48.9,41.333333,14.176564,57.179191,0.2011408,0.60988817,0.66991465,0.69643714,0.71518439,0.78618594,1.0085436,-1.0609841,3.928053,-0.22917583,-3.7220247,1.6660736,18.696036,-1.7257178,1.0359591,-0.5852581,0.6673673,3.3433348,-1.5557664,7.4941426,-0.50052701,-1.608571,4.0244633,0.53567252,-0.10306755,-0.39255932,-0.75203326,-0.20131954,0.66352735,-0.36976108,6.1446767,1.9977626,2.4374592,1.6628006,-16.621142,16.286467,41.9,-0.32944962,-2.4342081,1.0095658,2.5399554,1.8962719,1.4844869,-0.22,-0.18333333,-0.24333333,-0.35666667,-0.28666667,-0.19,-0.12103033,-0.237803,0.07,0.51,2.5633333,0.846,1.7448333,-0.2161618,-4.0249195,-3.1432775,1.3208302,6.6012172,-0.47680592,-1.7411881,0.15261933,10.830142,-5.9513494,-4.8149348,-1.837533,7.2799501,7.2336336,-0.066666667,1.3133333,7.7475717,1.3333333
1991.75,1.8705763,-0.34834398,-6.6491533,-2.8658503,2.3271539,14.876893,0.7358815,-2.126937,-8.2274631,0.43224442,8.6844208,9.1012728,4.7604816,-1.6062128,-7.8213238,2.9573386,0.88280157,0.64929111,0.42845471,1.2457493,6.4033127,-0.52562821,-0.060352255,1.1894264,3.5609134,2.0406427,1.6094814,-5.6326752,54.466667,78.909933,-0.18587188,-2.7484975,-11.264863,-6.4686848,-1.3970934,-3.0640406,1.0707947,0.76101751,-1.0864271,-0.91509331,-1.2819476,-0.9187193,1.0970796,-1.3333333,-0.03,0.063454653,0.32170927,-0.49606951,40.233333,0.033333333,0.23333333,0.96666667,2.3130365,4.0331634,46.380375,25.473591,68.539667,6.9911769,6.9196838,4.8520303,5.4610029,6.1319509,5.5734207,49.8,53.666667,49.9,40.7,-4.02145,-25.220304,-0.72220222,0.35989063,0.26763142,-0.10585498,-0.60047893,-0.7261589,-1.2379053,-0.25833106,-0.56929011,0.94769893,0.34697172,-0.81225114,9.9107953,-0.14671282,0.2268158,1.6201781,1.2162868,2.800912,-0.076111235,-6.8552709,0.43692205,-0.87212488,0.033974514,-1.4495435,-1.1648821,-0.23317601,-3.8149833,1.2720176,-3.8580758,3.5029278,8.8275776,-0.87994283,-0.50350064,-1.1575806,-5.7261154,8.0367828,48.833333,-1.2588842,-2.2979707,-0.7975707,2.9073292,1.4560227,1.7805738,-0.82666667,-0.83666667,-0.86333333,-1.02,-0.93333333,-0.59333333,-0.340824,-0.28456367,0.043333333,0.32666667,2.8066667,1.0985093,2.053603,2.0379089,2.9931674,-0.17925037,1.3807884,3.5509506,4.2405363,-0.21385291,-17.912509,-22.621859,-20.581673,20.636228,-3.1245131,1.5477932,-1.5696146,-0.016666667,1.7066667,-1.3399288,-10.733333
1992.00,4.1227627,6.5395641,15.346176,6.6414803,4.7255681,-8.9276771,4.1472804,-1.7737208,-4.8937782,-0.46389041,19.895364,6.6978706,3.4346345,3.0995479,0.2124375,5.1951418,-0.480429,-2.0957811,-3.3158763,-3.3808025,-5.8150667,-2.5365014,-0.89113966,1.6079002,4.8154546,1.4427245,0.5484118,-0.81197645,56.266667,78.597333,-0.26483072,-3.1223237,-7.8394522,-2.4385946,-3.1416047,-4.6204915,-0.97333122,0.88964009,-0.68578664,-1.3001921,-0.18926641,-0.92083427,1.650695,1.6666667,-0.0086666667,0.94948348,1.0937393,-1.9462025,40.266667,-0.033333333,0.26666667,1.7666667,-12.454039,9.7686681,53.909339,19.548325,85.683789,7.1236728,7.0045795,4.9605109,5.7430032,6.2005092,5.6813096,51.533333,57.066667,49.433333,44.133333,3.9393034,17.428852,0.63403579,-0.090991413,-0.60359137,0.23786029,-0.21747602,-0.68820735,-2.1039402,2.968659,-4.5321831,-0.97745983,1.1845706,-4.59814,-12.613234,1.3378502,0.51031877,-0.44334627,-2.2109406,-4.1942286,-0.65068853,4.8026239,-0.063298533,-1.6830558,3.0605371,0.16459039,0.57209899,0.76453903,3.8244941,-0.52956079,0.079600424,-1.4230369,-5.9191026,1.0086409,2.0332147,0.27764757,-10.098211,-73.524677,46.466667,-1.7476199,-1.5357209,-1.9134035,7.4179394,5.3139462,0.99559461,-0.79333333,-0.64666667,-0.59,-0.51,0.03,-0.043333333,-0.16653167,-0.19907367,0.1,0.46333333,3.41,0.975311,1.8978627,6.4012256,5.7012184,2.1352433,1.2806205,10.752936,-5.1126742,5.8688371,3.0363995,6.5531358,-2.4998145,-1.4510612,14.71653,24.930755,27.83428,-0.18333333,3.28,32.845919,-0.9
1992.25,3.8386454,2.2937866,3.1436634,-0.50378822,3.6722955,25.443566,15.434183,15.57614,0.032934008,21.771218,15.018091,0.16918983,9.9558545,-0.41721689,-0.3096923,-0.48418829,6.9590903,7.6525745,8.2757104,8.77774,26.007029,2.8265087,12.327938,6.0657742,10.307315,3.7228263,7.8972924,-0.76762254,58.866667,79.633933,0.97810827,-0.74672951,-6.8223212,-3.1200505,0.10300599,-0.45430256,0.91499809,1.4588122,0.10234105,-1.8789003,0.71915176,1.0843164,1.1535799,1,-0.009,1.517429,1.415089,1.6017926,40.433333,0.3,0.23333333,1.1666667,5.6699443,-7.6246573,36.200713,9.8320835,57.355399,7.0498334,6.9619278,4.7930319,5.6008881,6.1730914,5.6407243,53.966667,59.933333,49.4,44.433333,20.735966,26.999211,-0.57380087,-0.53782339,0.36373989,-1.0689017,-0.030330123,0.86651379,3.5944738,-2.5738452,1.2149702,0.88200368,-0.51546351,1.203441,10.856767,-0.21843192,-1.6049617,-0.48424657,0.76077953,2.4622197,-0.5552445,-4.890149,-0.27891472,3.130983,-6.1817086,1.261238,0.90687865,-0.67171113,1.6227783,-1.5664387,5.0003188,0.81247075,4.277102,-0.12018991,-1.9648532,1.2114204,8.8684444,53.802942,53.333333,0.017458858,-0.42312175,0.86020013,2.3029945,0.50987897,0.46082724,-0.25333333,-0.21333333,-0.19666667,-0.13666667,0.06,0.073333333,-0.0023246667,-0.072286,0.11666667,0.54,3.6966667,0.899653,1.7522433,-5.318403,-5.6285796,-3.1560624,-1.1464076,-8.5888523,0.59182077,-1.6560768,1.6594583,5.9697854,5.2807746,8.244948,5.6333416,-1.7847231,-3.2553333,0.073333333,1.2233333,11.222405,7.0666667
1992.50,3.9034103,3.9609701,8.6125167,2.626221,3.7587472,4.2251321,6.0773806,8.0568035,3.5410067,9.8090568,0.9234325,8.5282454,5.61211,2.121504,4.5812212,0.33798485,2.8921894,3.385268,3.6395966,4.1431288,8.4513239,2.6238173,4.4378122,2.2482857,4.8551955,0.074501363,3.9284707,-9.4899089,56.033333,79.831267,0.74312933,-1.3343308,-7.8693937,-1.6565577,-0.99154265,-1.7015316,0.038889699,1.5349609,-0.99441821,-2.7642753,-0.73163401,1.1017605,1.9506525,-0.33333333,-0.006,1.1682714,1.1053851,0.74451393,40.3,-0.16666667,0.033333333,0.26666667,2.7662897,6.4106958,13.886981,-5.3412585,27.832747,7.0763722,6.9963765,4.7847101,5.6583201,6.195765,5.6583201,52.333333,56.466667,51.333333,45,-1.1594906,-18.951835,-0.33856474,0.23005192,-0.023309344,-0.044291193,-0.3903315,-0.75432706,-0.59413099,-0.75564241,-1.1954975,0.70721816,1.0177071,1.4169282,3.2802829,-1.5004395,0.16090577,-0.41965024,0.19762234,0.19792575,0.19651046,-2.3304466,0.047449356,-1.0653236,2.0915248,0.4107705,0.38901092,0.86698182,0.30728499,1.1114285,-0.85850888,-0.099201226,3.6766982,-0.71217483,-0.13396565,-1.1289694,-2.2303698,10.405756,53.833333,-1.2277367,-3.168518,-0.44857706,3.9577935,3.4794812,2.0731541,-0.51333333,-0.59666667,-0.64666667,-0.80333333,-1.0433333,-0.76,-0.29722167,-0.426796,0.066666667,0.33333333,3.5333333,1.3624313,2.0854473,-0.25897572,-1.3301821,0.2347982,2.3035375,-4.2557534,1.4356957,2.7157504,-19.620172,-50.476733,-17.17549,20.592571,2.5709247,6.7561052,3.9315242,-0.033333333,-0.22333333,-3.1246836,-2.6333333
1992.75,4.3825166,4.6223266,8.1789881,6.3056351,2.9848754,12.668149,12.303612,11.886476,4.8612601,14.577694,13.360434,2.2223235,6.5252542,0.092752599,0.23498625,0,3.9380384,4.2635325,4.8482505,4.7961316,8.9150333,3.3545153,5.5867291,3.508619,4.8014483,0.58116924,2.7809597,11.580037,57.066667,79.8281,1.7964866,0.024190378,-2.7099171,2.9306286,-0.70747939,-1.1563422,-0.058335967,1.8840734,0.31968877,-1.2014463,0.58312912,2.1539295,0.12734798,2.3333333,0.033,0.27162019,0.41546335,2.694257,40.3,0.066666667,-0.26666667,0.53333333,-17.459625,-11.479502,-5.4212595,-7.172606,-4.2072101,7.1134135,7.0405364,4.885324,5.6477998,6.2595815,5.6675794,52.7,57.866667,50.466667,43.166667,2.2078353,6.4955934,0.3603049,-0.26376089,0.44669149,-0.08488333,0.51305383,0.49376726,-0.30911324,1.4993391,0.36873926,-1.3532725,-1.1943225,0.22751732,-2.6450605,-2.2906371,0.18101414,0.50527071,1.1634589,2.6827727,-0.013432047,10.725588,-0.33333264,-0.47493147,-2.9992092,0.3844742,0.41631043,-0.3652822,1.2514556,-0.97823817,2.3963649,-0.99510626,-7.8693272,-1.2550023,-3.0387159,0.03553055,-13.927066,-24.352648,45.5,-0.85597964,-0.20311571,-1.2372743,2.9043137,-1.6021543,-1.7328835,-0.22,-0.013333333,0.096666667,0.14666667,0.3,0.12666667,0.041993,0.16805267,0.17666667,0.49333333,3.6733333,1.2777577,2.1268333,5.4170086,-1.3249345,2.3735596,2.4317565,13.193273,2.3446465,0.13445035,24.121209,25.688767,-6.0447507,-75.090175,19.444213,6.1944401,4.6794077,-0.0066666667,-0.33333333,-7.7452158,10.233333
1993.00,0.4845804,1.4288991,3.9101717,-0.54416588,1.9964832,9.0273273,2.2201722,2.4163379,-10.675579,7.3574284,1.8192663,0.47314156,9.0176695,-4.2086959,-12.457517,1.6906749,3.5098942,3.4300446,3.0077472,2.7308659,10.007536,0.13037862,5.0199874,3.6102624,7.8463211,2.1288872,4.3653916,-5.271854,60.566667,80.247467,2.5910236,1.9305057,-3.6720101,6.2532647,0.92979866,0.7936644,1.1263237,2.4471996,1.8467726,-0.559983,2.419047,2.4446373,1.1513645,2,0.033666667,1.557688,1.8929649,3.4449046,40.433333,0.2,-0.23333333,-0.56666667,6.3576431,-20.588242,-35.739457,-32.76006,-37.810193,7.0627627,7.0273145,4.7535902,5.6395402,6.2461068,5.5386457,54.833333,60.266667,52.233333,43.833333,5.1581131,-6.2757207,1.0482739,-0.45172244,-0.58895115,-0.29802937,-0.12052982,-0.7483885,0.73689726,-2.5776872,-0.61588546,0.26635375,0.43747542,-1.7501502,-4.3127903,3.1746498,-0.77522462,0.33110698,-2.3237568,-5.9565078,0.5128291,-2.7380479,-0.18251588,-0.1648134,-1.7317359,1.0915585,1.2022174,1.903359,0.07576359,2.6362104,-0.65983123,0.97555033,-4.1761827,3.2994845,5.0564072,2.0223707,-3.4489458,-24.68178,52.433333,0.68130097,-0.15355157,0.70565166,-3.0755798,-1.3079946,3.8429095,0.0033333333,-0.11,-0.16,-0.15666667,-0.42333333,-0.46333333,-0.28841867,-0.46822133,0.12666667,0.44666667,3.32,1.4526723,2.1219453,-8.4548755,-6.1118613,-3.9568945,-3.5092065,-14.772803,0.016584393,2.8125899,12.784269,32.000844,-6.9085968,-25.935493,0,17.277694,11.179878,-0.16666667,-0.86333333,13.937446,1.5333333
1993.25,2.021519,3.5288144,13.235984,3.6273157,1.5100754,3.1214631,8.8595438,10.5075,-0.59108277,14.570127,4.6751688,4.6670205,10.944748,-0.40633847,-5.7808269,3.3351652,0.91140564,0.20610347,-0.58242084,-0.82480681,2.6161401,-2.0697684,1.4763714,1.8377409,4.4476917,0.68589533,1.3779834,-4.0585844,53.233333,80.1774,2.3704076,0.12034781,-3.5244509,4.2184629,-0.89797497,-1.5754148,0.077560716,2.651334,1.5454442,0.87249635,1.712222,3.2297876,1.0425478,0.66666667,0.0063333333,2.2146396,2.4846187,4.6980603,40.666667,0.2,-0.066666667,-0.4,-3.5687671,6.0340553,-16.715819,8.863801,-35.631415,7.1436176,7.0169086,4.7985416,5.6419071,6.3195685,5.7279329,50.333333,53.266667,51.566667,45.333333,1.5473399,17.531559,-0.98478428,0.50522938,-0.020867733,0.61077143,-0.11769077,2.3866306,2.1003916,2.9820384,1.910557,-1.5037725,1.0234535,-2.4635815,-11.940122,-2.1346973,1.2032252,0.45192565,2.9448964,7.7377865,-0.79035647,-4.9289698,-0.033920933,1.3948884,4.6244895,-0.74901077,-1.0131935,-1.0751271,0.32233237,-1.5675464,-0.84898593,0.84383485,8.8438822,-1.84379,-1.9944123,-1.7220114,-8.6297815,2.5459675,51.866667,0.26801532,-0.5686183,0.29675917,-1.820744,-1.3444447,3.7984892,-0.04,0.0066666667,-0.0066666667,-0.026666667,-0.3,-0.29,-0.32722567,-0.260605,0.11333333,0.41333333,3.0233333,1.4154467,2.1513403,3.4135102,3.799051,2.8438006,0.86811103,1.6604284,-1.5740242,0.47152877,-11.119059,-11.556459,-37.676656,14.780912,2.6961661,2.791916,0.85886871,-0.016666667,-1.0166667,12.874838,-8.1666667
